Agrias-1	Agrias	Class	Stasis Sword	Basic Holy Elemental Sword attack. Adds: Stop	100
Agrias-2	Agrias	Class	Split Punch	Holy Elemental Sword attack. Adds: Death Sentence	400
Agrias-3	Agrias	Class	Crush Punch	Holy Elemental Sword attack. Adds: Dead	500
Agrias-4	Agrias	Class	Lightning Stab	Powerful Lightning Elemental Sword attack. Adds: Silence	700
Agrias-5	Agrias	Class	Holy Explosion	Powerful Holy Elemental Sword attack with a long effect radius. Adds: Confusion	800
Orlandu-1	Orlandu	Class	Stasis Sword	Basic Holy Elemental attack. Adds: Stop	100
Orlandu-2	Orlandu	Class	Split Punch	Holy Elemental Sword attack. Adds: Death Sentence	400
Orlandu-3	Orlandu	Class	Crush Punch	Holy Elemental Sword attack. Adds: Dead	500
Orlandu-4	Orlandu	Class	Lightning Stab	Powerful Lightning Elemental Sword attack. Adds: Silence	700
Orlandu-5	Orlandu	Class	Holy Explosion	Powerful Holy Elemental Sword attack with a long effect radius. Adds: Conclusion	800
Orlandu-6	Orlandu	Class	Shellbust Stab	Does HP damage and destroys target's armor.	200
Orlandu-7	Orlandu	Class	Blaster Punch	Does HP damage and destroys target's helmet.	400
Orlandu-8	Orlandu	Class	Hellcry Punch	Does HP damage and destroys target's weapon.	500
Orlandu-9	Orlandu	Class	Icewolf Bite	Does HP damage and destroys target's accessory.	800
Orlandu-10	Orlandu	Class	Dark Sword	Darkness Elemental Sword spell that absorbs target's MP.	500
Orlandu-11	Orlandu	Class	Night Sword	Darkness Elemental Sword spell that absorbs target's HP.	100
Knight-1	Knight	Class	Head Break	Destroys target's equipped hat or helmet, decreasing protection and HP.	300
Knight-2	Knight	Class	Armor Break	Destroys target's equipped armor, clothes, or robe, decreasing his/her protection and HP.	400
Knight-3	Knight	Class	Shield Break	Destroys target's equipped shield.	300
Knight-4	Knight	Class	Weapon Break	Destroys target's equipped weapon, reducing his/her attack power greatly.	400
Knight-5	Knight	Class	Magic Break	Reduces target's MP by half.	250
Knight-6	Knight	Class	Speed Break	Diminishes target's Speed level, two points at a time.	250
Knight-7	Knight	Class	Power Break	Reduces target's physical attack power, two points at a time.	250
Knight-8	Knight	Class	Mind Break	Reduces target's magic attack power, two points at a time.	250
Knight-9	Knight	Reaction	Weapon Guard	Allows character to evade an attack with an equipped weapon (not always successful).	200
Knight-10	Knight	Support	Equip Armor	Allows the character to equip heavy armor, regardless of Job Class.	500
Knight-11	Knight	Support	Equip Shield	Allows the character to equip a shield, regardless of Job Class.	250
Knight-12	Knight	Support	Equip Sword	Allows the character to equip a sword, regardless of Job Class.	400
Lancer-1	Lancer	Class	Horizontal Jump 2	Allows the character to jump two panels horizontally.	150
Lancer-2	Lancer	Class	Horizontal Jump 3	Allows the character to jump three panels horizontally.	300
Lancer-3	Lancer	Class	Horizontal Jump 4	Allows the character to jump four panels horizontally.	450
Lancer-4	Lancer	Class	Horizontal Jump 5	Allows the character to jump five panels horizontally.	600
Lancer-5	Lancer	Class	Horizontal Jump 8	Allows the character to jump eight panels horizontally.	900
Lancer-6	Lancer	Class	Vertical Jump 2	Allows the character to jump two panels vertically.	100
Lancer-7	Lancer	Class	Vertical Jump 3	Allows the character to jump three panels vertically.	200
Lancer-8	Lancer	Class	Vertical Jump 4	Allows the character to jump four panels vertically.	300
Lancer-9	Lancer	Class	Vertical Jump 5	Allows the character to jump five panels vertically	400
Lancer-10	Lancer	Class	Vertical Jump 6	Allows the character to jump six panels vertically.	500
Lancer-11	Lancer	Class	Vertical Jump 7	Allows the character to jump seven panels vertically.	600
Lancer-12	Lancer	Class	Vertical Jump 8	Allows the character to jump eight panels vertically.	900
Lancer-13	Lancer	Movement	Ignore Height	Allows the character to jump to any height, regardless of jumping ability.	150
Lancer-14	Lancer	Reaction	Dragon Spirit	When a character receives HP damage, that character casts the Reraise status.	560
Lancer-15	Lancer	Support	Equip Spear	Allows the character to equip a spear regardless of job.	400
Mediator-1	Mediator	Class	Invitation	Turns an enemy into an ally. Adds: Invitation	100
Mediator-2	Mediator	Class	Persuade	Resets an enemy's CT count.	100
Mediator-3	Mediator	Class	Praise	Raises target's Brave level by 4 points.	200
Mediator-4	Mediator	Class	Threaten	Lowers target's Brave level by 20 points.	200
Mediator-5	Mediator	Class	Preach	Raises target's Faith level by 4 points.	200
Mediator-6	Mediator	Class	Solution	Lowers target's Faith level by 20 points.	200
Mediator-7	Mediator	Class	Death Sentence	Sentences target to death. Adds: Death Sentence	500
Mediator-8	Mediator	Class	Negotiate	Receive Gil from enemy as tribute.	100
Mediator-9	Mediator	Class	Insult	Character emerges enemy target, causing it to attack wildly, lowering its success rate. Adds: Berserk	300
Mediator-10	Mediator	Class	Mimic Daravon	Droning on like Professor Daravon puts the target to sleep. Adds: Sleep	300
Mediator-11	Mediator	Reaction	Finger Guard	Character plugs his or her ears to dodge Talk Skill (word based) attacks.	300
Mediator-12	Mediator	Support	Equip Gun	Allows the character to equip a gun regardless of Job Class.	750
Mediator-13	Mediator	Support	Train	When an enemy reaches terminal status, the character can persuade it to become an ally.	450
Mediator-14	Mediator	Support	Monster Talk	Allows a character to speak with monsters, even if he or she's not a Mediator.	100
Mediator-15	Monk	Class	Spin Fist	Character attacks surrounding enemies with his/her fists as he/she spins around.	150
Monk-1	Monk	Class	Repeating Fist	Character punches the target repeatedly with his/her fist.	300
Monk-2	Monk	Class	Wave Fist	Character can attack an enemy from afar with a surge of energy.	300
Monk-3	Monk	Class	Earth Slash	A line of energy flowing through the ground causes damage to enemies standing in its path.	600
Monk-4	Monk	Class	Secret Fist	Casts a Death Sentence on the enemy after attack. Do not use against undead enemies. Adds: Death Sentence	300
Monk-5	Monk	Class	Stigma Magic	Use the spirit of Yang to nullify status anomalies. Cancels: Petrify, Darkness, Confusion, Silence, Berserk, Frog, Poison, Sleep, Don't Move, Don't Act	200
Monk-6	Monk	Class	Chakra	A concentration of Ki restores both HP and MP to the caster and those surrounding him/her.	350
Monk-7	Monk	Class	Revive	Resurrects a dead character, restoring his/her HP slightly. Cancels: Dead	500
Monk-8	Monk	Movement	Move-HP Up	Allows the character to recover a small amount of HP as he or she moves around the battlefield.	300
Monk-9	Monk	Reaction	HP Restore	Restores HP to the character when an attack brings him or her down to critical levels.	500
Monk-10	Monk	Reaction	Counter	Character counters an enemy's physical attack with one of his or her own.	300
Monk-11	Monk	Reaction	Hamedo	Gives the character a chance to attack before being attacked.	1200
Monk-12	Monk	Support	Martial Arts	Character gains the bare-handed fighting strength of a Monk, regardless of Job Class.	200
Ninja-1	Ninja	Class	Shuriken	Allows the character to throw Shuriken.	50
Ninja-2	Ninja	Class	Ball	Allows the character to throw an Elemental Ball.	70
Ninja-3	Ninja	Class	Knife	Allows the character to throw Knives.	100
Ninja-4	Ninja	Class	Sword	Allows the character to throw Swords.	100
Ninja-5	Ninja	Class	Hammer	Allows the character to throw Hammers.	100
Ninja-6	Ninja	Class	Katana	Allows the character to throw Katanas.	100
Ninja-7	Ninja	Class	Ninja Sword	Allows the character to throw Ninja Swords.	100
Ninja-8	Ninja	Class	Axe	Allows the character to throw Axes.	100
Ninja-9	Ninja	Class	Spear	Allows the character to throw Spears.	100
Ninja-10	Ninja	Class	Stick	Allows the character to throw Sticks.	100
Ninja-11	Ninja	Class	Knight Sword	Allows the character to throw Knight Swords.	100
Ninja-12	Ninja	Class	Dictionary	Allows the character to throw a Dictionary.	100
Ninja-13	Ninja	Movement	Move in Water	Character can move or stop on water.	420
Ninja-14	Ninja	Reaction	Sunken State	Character hides and becomes Invisible once he or she receives HP damage. Adds: Invisible.	900
Ninja-15	Ninja	Reaction	Abandon	Raises the character's evade percentage, allowing him or her to dodge attacks more easily.	400
Ninja-16	Ninja	Support	Two Swords	The character can use a weapon in each hand, even if he/she's not a Ninja.	900
Oracle-1	Oracle	Class	Blind	Blinding the enemy lowers its success rate at landing physical attacks. Adds: Darkness	100
Oracle-2	Oracle	Class	Spell Absorb	Absorbs the target's MP and restores the character's own MP.	200
Oracle-3	Oracle	Class	Life Drain	Absorbs target's HP and restores the character's own HP.	350
Oracle-4	Oracle	Class	Pray Faith	Temporarily raises the target's Faith level to 100. Adds: Faith	400
Oracle-5	Oracle	Class	Doubt Faith	Lowers Faith level to 0. Adds: Innocent	400
Oracle-6	Oracle	Class	Zombie	Makes target undead and therefore unable to restore HP. Adds: Undead	300
Oracle-7	Oracle	Class	Silence Song	Silences target, making it unable to cast spells. Adds: Silence	170
Oracle-8	Oracle	Class	Blind Rage	Enrages target causing it to attack wildly and lowering its success rate. Adds: Berserk	400
Oracle-9	Oracle	Class	Foxbird	Lowers Brave level by 10 points.	200
Oracle-10	Oracle	Class	Confusion Song	Makes target act unpredictably. Adds: Confusion	400
Oracle-11	Oracle	Class	Dispel Magic	Prevents positive status effects. Cancels: Float, Reraise, Transparent, Regen, Protect, Shell, Haste, Faith, Reflect	700
Oracle-12	Oracle	Class	Paralyze	Prevents target from taking action. Adds: Don't Act	100
Oracle-13	Oracle	Class	Sleep	Puts target to sleep. Adds: Sleep	350
Oracle-14	Oracle	Class	Petrify	Turns enemy into stone. Adds: Petrify	600
Oracle-15	Oracle	Movement	Any Weather	Allows the character to walk over swamps, marshes, poison marshes, regardless of climate.	200
Oracle-16	Oracle	Movement	Move-MP Up	The character recovers MP as he or she moves.	350
Oracle-17	Oracle	Reaction	Absorb Used MP	Restores character's MP by the same amount the enemy used to cast its spell.	250
Oracle-18	Oracle	Support	Defense Up	Lessens damage incurred from physical attacks by half.	400
Priest-1	Priest	Class	Cure	Restores a small amount of HP	50
Priest-2	Priest	Class	Cure 2	Restores a medium amount of HP.	180
Priest-3	Priest	Class	Cure 3	Restores more HP than Cure 2, but at a greater cost.	400
Priest-4	Priest	Class	Cure 4	Restores a large amount of HP.	700
Priest-5	Priest	Class	Raise	Revives dead units and restores half of their HP. Cancels: Dead	180
Priest-6	Priest	Class	Raise 2	Revives dead units and restores the highest amount of HP. Cancels: Dead	500
Priest-7	Priest	Class	Reraise	Automatically raises units from the dead. Adds: Reraise	800
Priest-8	Priest	Class	Regen	Restores HP incrementally over a period of time. Adds: Regen	300
Priest-9	Priest	Class	Protect	Decreases amount of physical attack damage sustained. Adds: Protect	70
Priest-10	Priest	Class	Protect 2	Decreases amount of physical attack damage sustained. Has a higher success ratio than Protect. Adds: Protect	500
Priest-11	Priest	Class	Shell	Decreases amount of magic attack damage sustained. Adds: Shell	70
Priest-12	Priest	Class	Shell 2	Decreases amount of magic attack damage sustained. Has a higher success ratio than Shell. Adds: Shell	500
Priest-13	Priest	Class	Wall	Protects units from both physical and magic attacks. Adds: Protect, Shell	380
Priest-14	Priest	Class	Esuna	Cures the majority of abnormal statuses. Cancels: Petrify, Darkness, Confusion, Silence, Berserk, Frog, Poison, Sleep, Don't Move, Don't Act	280
Priest-15	Priest	Class	Holy	Powerful Holy Elemental attack.	600
Priest-16	Priest	Reaction	Regenerator	Apply Regen to the character when struck.	400
Priest-17	Priest	Support	Magic Defend Up	Lessens damage caused by enemy magic attacks.	400
Samurai-1	Samurai	Class	Asura	The slashing of an invisible blade causes damage to enemy units.	100
Samurai-2	Samurai	Class	Koutesu	The wailing of a ghost causes damage to the enemy.	180
Samurai-3	Samurai	Class	Bizen Boat	The whisper of the Katana's spirit causes MP damage to the enemy.	260
Samurai-4	Samurai	Class	Murasame	The tears of the Katana's spirit restores HP of allied units.	340
Samurai-5	Samurai	Class	Heaven's Cloud	Magic Katana attack causing damage to enemy units. Adds: Slow	420
Samurai-6	Samurai	Class	Kiyomori	Spirit in the Katana protects allied units, reducing physical and magic damage. Adds: Protect, Shell	500
Samurai-7	Samurai	Class	Muramasa	Ghosts from the Katana make the enemy act unpredictably and in some cases sentences them to death. Adds: Confusion, Death Sentence	580
Samurai-8	Samurai	Class	Kikuichimoji	Vengeful spirit makes a beeline toward the enemy.	660
Samurai-9	Samurai	Class	Masamune	Katana spirit gradually restores ally's HP and increases speed. Sword for attack must be stolen from Elmdor. Adds: Regen, Haste	740
Samurai-10	Samurai	Class	Chirijiraden	Powerful Katana attack that causes a blue flame to attack enemy units. Sword for attack must be found in the Deep Dungeon.	820
Samurai-11	Samurai	Movement	Walk on Water	Allows the character to walk or stop on the surface of water.	300
Samurai-12	Samurai	Reaction	Meatbone Slash	When critical, allows the character to damage the target in the amount of his or her max HP.	200
Samurai-13	Samurai	Reaction	Blade Grasp	Allows the character to evade physical attacks other than Bow/Crossbow attacks.	700
Samurai-14	Samurai	Support	Equip Knife	Allows the character to equip a knife, regardless of job.	400
Samurai-15	Samurai	Support	Two Hands	Allows the character to hold his/her weapon with both hands, increasing its attack power.	900
Cloud-1	Cloud	Class	Braver	Samurai-style sword attack.	150
Cloud-2	Cloud	Class	Cross-slash	Cuts enemies within effect radius four times.	200
Cloud-3	Cloud	Class	Blade Beam	Similar to Shock!-the greater your damage, the more damage you can inflict.	250
Cloud-4	Cloud	Class	Climhazzard	The greater the target's damage, the more damage you can inflict.	450
Cloud-5	Cloud	Class	Meteorain	Attack causes a meteor to fall on targets.	560
Cloud-6	Cloud	Class	Finishing Touch	Causes different status anomalies. Adds: Dead, Petrify, Stop	670
Cloud-7	Cloud	Class	Omnislash	The ultimate limit skill.	900
Cloud-8	Cloud	Class	Cherry Blossom	The most powerful limit skill.	1200
Squire-1	Squire	Class	Accumulate	Raises the character's physical attack power.	300
Squire-2	Squire	Class	Dash	Attacks the enemy with a body blow.	80
Squire-3	Squire	Class	Throw Stone	Throws a stone at an enemy unit. This is one of the first long-range attacks your characters can learn.	90
Squire-4	Squire	Class	Heal	Cures abnormal status effects such as Darkness, Silence, and Poison.	150
Squire-5	Squire	Movement	Move +1	Increases the character's movement range by one panel.	200
Squire-6	Squire	Reaction	Counter Tackle	Counters a physical attack with a Dash attack's body blow.	180
Squire-7	Squire	Support	Equip Axe	Allows the character to equip an Axe, regardless of Job Classes.	170
Squire-8	Squire	Support	Monster Skill	The character can target friendly monsters within a range of three panels, helping them acquire new abilities.	200
Squire-9	Squire	Support	Defend	Character defends and prepares for an attack. Activated by choosing the command Defend on the Action menu.	50
Squire-10	Squire	Support	Gained JP Up	Increases the amount of JP earned in battle. A must-have for the beginning and middle stages of a character's development!	250
Ramza-1	Ramza	Class	Yell	Raises speed by 1 point.	200
Ramza-2	Ramza	Class	Wish	Character offers his own HP to the target, doubling the target's HP.	0
Ramza-3	Ramza	Class	Cheer Up	Raises Brave level by 5 points. Available in Chapter Two.	200
Ramza-4	Ramza	Class	Scream	Raises character's own Brave level, Speed level, Physical and Magic attack powers. Available in Chapter Four.	500
Ramza-5	Ramza	Class	Ultima	Powerful magic attack that must be learned from either the assassins, Celia and Lede, or an Ultima Demon when cast on the character. This is possible only during Chapter Four.	0
Summoner-1	Summoner	Class	Moogle	Restores a small amount of HP to allies.	110
Summoner-2	Summoner	Class	Shiva	Summons Ice Elemental to attack enemies.	200
Summoner-3	Summoner	Class	Ramuh	Summons Lightning Elemental to attack enemies.	200
Summoner-4	Summoner	Class	Ifrit	Summons Fire Elemental to attack enemies.	200
Summoner-5	Summoner	Class	Titan	Summons Earth Elemental to attack enemies.	220
Summoner-6	Summoner	Class	Golem	Golem shares ally's damage, allowing them to evade physical weapon damage.	500
Summoner-7	Summoner	Class	Carbuncle	Summoned monster helps allies to reflect magic spells. Adds: Reflect	350
Summoner-8	Summoner	Class	Bahamut	Summoned monsters enemy with a blast of hot breath.	1200
Summoner-9	Summoner	Class	Odin	Summoned monster causes damage to enemies while riding its dragon-horse across the battlefield.	900
Summoner-10	Summoner	Class	Leviathan	Water Elemental attacks enemies with tsunami.	850
Summoner-11	Summoner	Class	Salamander	Summoned Fire Elemental burns battlefield with flaming breath.	820
Summoner-12	Summoner	Class	Silf	Summoned monster silences enemies. Adds: Silence	400
Summoner-13	Summoner	Class	Fairy	Summoned fairy restores HP to allies. Effect is more powerful than Moogle.	400
Summoner-14	Summoner	Class	Lich	Summoned Darkness Elemental drains off 50% of the enemy's HP.	600
Summoner-15	Summoner	Class	Cyclops	Summoned Holy Elemental causes damage to enemies by shaking up the battlefield.	1000
Summoner-16	Summoner	Class	Zodiac	Summoned monster attacks enemies with a strong beam of star light. Must be learned from the Zodiac monster, Elidibs, on the 10th level of the Deep Dungeon.	0
Summoner-17	Summoner	Reaction	MP Restore	Restores MP to the character when an attack brings them down to critical levels.	400
Summoner-18	Summoner	Support	Half MP	Halves the MP used when casting a spell.	900
Beowulf-1	Beowulf	Class	Blind	Lowers target's success rate with physical attacks. Adds: Darkness	50
Beowulf-2	Beowulf	Class	Aspel	Absorbs target's MP and restores own.	100
Beowulf-3	Beowulf	Class	Drain	Absorbs target's HP and restores own.	180
Beowulf-4	Beowulf	Class	Faith	Temporarily raises Faith level to 100. Adds: Faith	200
Beowulf-5	Beowulf	Class	Innocent	Lowers Faith level to 0. Adds: Innocent	200
Beowulf-6	Beowulf	Class	Zombie	Prevents target from restoring HP. Adds: Undead	150
Beowulf-7	Beowulf	Class	Silence	Prevents target from casting magic. Adds: Silence	90
Beowulf-8	Beowulf	Class	Berserk	Causes target to attack wildly, lowering its success rate. Adds: Berserk	200
Beowulf-9	Beowulf	Class	Chicken	Lowers Brave level by 50 points.	500
Beowulf-10	Beowulf	Class	Confuse	Causes target to act unpredictably. Adds: Confusion	200
Beowulf-11	Beowulf	Class	Despair	Cancels target's positive status effects. Cancels: Float, Reraise, Transparent, Regen, Protect, Shell, Haste, Faith, Reflect	300
